"cdm_name","result_type","package_name","package_version","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic liver disease","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic liver disease","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Heart failure","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Heart failure","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Stroke","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Stroke","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Venous thromboembolism","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Venous thromboembolism","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hiv","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hiv","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Dementia","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Dementia","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic liver disease","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic liver disease","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Heart failure","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Heart failure","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Stroke","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Stroke","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Venous thromboembolism","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Venous thromboembolism","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hiv","Flag","count","integer","0","table and window","hiv_status and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hiv","Flag","percentage","percentage","0","table and window","hiv_status and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Count","min","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Count","q05","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Count","q25","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Count","median","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Count","q75","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Count","q95","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Count","max","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Count","mean","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Count","sd","integer","0","table and window","vaccinations and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","min","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","q05","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","q25","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","median","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Cervix smear test test done cohort","Count","q75","integer","0","table and window","papanicolau_smear_testing and -inf to -1"
